Age_Adjusted_Incd_Rate,Unemployment_rate_,Percent of adults completing some college or associate degree,Percent of adults who are high school graduates (or equivalent),Percent of adults who are not high school graduates,Percent of adults with a bachelor's degree or higher
431.5,5.4399999999999995,24.5,40.2,19.0,16.4
431.1,4.9799999999999995,20.5,35.8,33.8,9.9
431.1,6.029999999999999,34.3,25.8,14.5,25.3
431.0,6.540000000000001,23.1,34.7,30.0,12.2
430.9,4.55,26.3,17.1,8.5,48.1
430.9,7.32,40.0,28.6,14.3,17.1
430.9,3.37,30.0,35.0,20.6,14.3
430.7,5.04,25.1,27.7,22.0,25.2
430.7,6.32,18.8,37.1,29.7,14.4
430.7,6.470000000000001,21.7,34.9,33.0,10.4
430.6,4.99,29.6,29.3,27.7,13.4
430.5,3.61,30.8,35.5,17.8,15.9
430.4,9.33,21.1,36.0,31.6,11.2
430.0,3.69,22.8,33.8,13.6,29.8
430.0,5.409999999999999,25.3,28.1,15.4,31.3
430.0,3.68,19.9,32.3,29.0,18.7
430.0,3.31,26.9,20.9,10.7,41.5
429.9,3.71,27.8,34.6,18.5,19.1
429.9,5.6,33.4,31.5,12.6,22.5
429.9,3.54,31.4,36.2,15.3,17.2
429.9,5.2,33.2,19.9,17.4,29.5
429.9,4.59,25.5,33.4,26.6,14.6
429.8,4.39,29.1,28.4,18.0,24.5
429.8,4.3,32.3,33.3,12.9,21.5
429.7,6.63,20.7,31.8,35.9,11.6
429.7,6.4,30.2,32.2,18.9,18.7
429.7,5.18,25.0,30.5,30.6,13.9
429.7,5.390000000000001,26.2,41.0,19.7,13.1
429.6,3.28,29.7,27.8,14.2,28.2
429.6,5.720000000000001,17.4,43.9,27.2,11.5
429.4,7.1,21.0,29.7,40.3,8.9
429.4,3.17,27.8,39.4,18.8,14.0
429.4,6.15,20.4,35.7,36.8,7.1
429.1,4.05,30.5,40.2,14.8,14.5
429.1,6.4,25.8,19.8,20.2,34.1
429.0,9.94,17.3,53.2,20.6,8.9
429.0,4.58,22.6,34.6,29.8,13.0
428.8,5.75,32.8,39.3,13.2,14.7
428.8,3.7,21.6,26.6,31.0,20.8
428.8,4.2,26.3,28.2,9.3,36.2
428.8,5.08,25.6,34.4,27.3,12.8
428.7,5.7700000000000005,17.7,46.4,19.0,17.0
428.5,5.220000000000001,26.1,29.3,30.2,14.3
428.4,7.1,24.6,43.4,20.9,11.2
428.3,3.979999999999999,22.2,39.9,28.2,9.7
428.3,4.0200000000000005,36.0,31.0,17.4,15.5
428.1,6.840000000000001,21.1,35.9,32.3,10.6
428.1,5.3,22.8,29.7,22.1,25.4
428.0,4.57,27.6,26.2,18.2,27.9
427.9,8.52,21.7,34.4,32.1,11.8
427.5,4.08,23.9,22.3,32.1,21.7
427.5,5.65,41.8,26.6,8.4,23.2
427.5,4.89,35.9,26.5,21.8,15.8
427.5,6.75,25.3,33.9,26.7,14.1
427.4,6.42,32.1,37.0,20.7,10.3
427.4,7.390000000000001,20.8,33.5,30.9,14.8
427.3,8.129999999999999,19.4,34.9,35.2,10.5
427.3,4.55,32.8,19.9,10.6,36.6
427.3,5.67,22.6,45.9,20.7,10.8
427.1,5.34,37.9,30.5,14.9,16.7
427.1,4.26,31.6,32.6,10.2,25.5
427.1,11.06,19.4,31.2,40.0,9.3
427.1,6.7299999999999995,19.4,38.6,30.1,11.8
427.1,5.86,15.8,13.5,21.3,49.4
426.9,8.41,18.5,35.4,36.7,9.4
426.8,4.279999999999999,31.5,21.3,7.7,39.5
426.7,3.55,35.2,26.5,12.2,26.1
426.7,6.159999999999999,28.8,30.0,17.5,23.7
426.6,7.35,28.5,40.8,20.0,10.6
426.6,4.89,23.4,33.1,13.5,30.0
426.6,3.1,37.8,35.0,12.1,15.2
426.4,3.04,33.1,40.1,13.4,13.5
426.3,6.720000000000001,23.0,51.7,13.4,12.0
426.1,6.74,31.3,30.8,17.2,20.6
426.1,7.1,12.8,37.9,41.0,8.3
426.0,3.54,19.4,36.3,25.0,19.4
425.7,5.39,19.4,39.9,30.6,10.1
425.5,7.040000000000001,38.6,30.4,8.3,22.7
425.4,6.42,37.1,30.2,16.0,16.6
425.4,6.14,27.3,38.3,24.0,10.4
425.4,5.82,31.5,34.3,19.8,14.4
425.3,3.21,33.2,21.1,8.3,37.4
425.3,4.93,31.3,28.5,11.3,28.8
425.2,5.29,18.9,34.9,36.5,9.7
425.1,6.92,19.6,23.4,50.1,6.8
425.1,9.71,30.2,26.1,29.6,14.1
425.1,10.41,17.5,35.2,39.5,7.7
425.0,3.4,28.1,38.9,18.6,14.4
424.9,5.11,33.9,32.5,13.7,19.9
424.9,6.290000000000001,23.1,42.9,23.1,10.9
424.9,7.140000000000001,28.6,35.9,21.1,14.3
424.8,4.16,30.6,27.4,18.2,23.8
424.8,4.83,34.8,31.8,14.5,18.9
424.6,4.7299999999999995,35.7,28.0,14.5,21.8
424.6,5.82,19.1,39.2,30.9,10.7
424.6,2.79,29.8,27.8,20.1,22.3
424.4,5.21,28.6,31.9,27.7,11.8
424.4,5.09,24.7,22.7,21.5,31.1
424.2,8.690000000000001,21.4,35.9,29.9,12.8
424.2,5.17,29.9,32.6,16.5,21.0
424.1,6.14,18.6,32.8,38.3,10.3
424.0,3.76,35.1,17.7,4.7,42.5
424.0,4.63,28.9,30.1,21.9,19.1
424.0,7.9,24.7,27.5,28.7,19.1
423.7,4.18,18.1,33.8,11.8,36.3
423.6,3.729999999999999,22.4,41.2,12.9,23.6
423.6,6.01,22.8,33.5,30.9,12.8
423.6,9.29,21.0,28.3,35.3,15.4
423.5,4.42,29.9,25.8,18.2,26.1
423.4,3.1,32.9,36.9,13.4,16.8
423.3,3.61,33.4,26.7,11.9,28.0
423.2,4.6899999999999995,25.0,37.0,24.6,13.3
423.2,10.69,27.4,25.3,28.4,18.9
423.1,3.69,31.8,33.8,17.4,17.0
423.0,6.16,23.2,37.0,24.3,15.5
422.8,3.87,20.9,26.0,10.7,42.5
422.8,4.779999999999999,26.7,17.3,15.3,40.6
422.7,5.35,22.8,32.0,34.8,10.5
422.6,2.74,28.8,31.7,18.9,20.6
422.6,6.65,30.6,28.1,25.1,16.2
422.6,5.5200000000000005,31.7,25.9,11.2,31.2
422.6,4.07,25.6,29.5,27.8,17.1
422.3,4.29,31.3,35.0,16.5,17.2
422.3,5.4399999999999995,29.6,33.0,22.9,14.4
422.2,5.75,14.9,40.4,34.0,10.7
422.1,9.9,27.2,41.2,20.2,11.4
422.0,2.8600000000000003,28.9,41.2,15.5,14.5
422.0,4.72,29.2,28.4,16.1,26.2
421.7,3.61,23.5,23.4,13.3,39.8
421.7,7.7,19.3,42.7,27.5,10.6
421.6,3.9,22.8,37.7,24.5,15.0
421.6,4.8,32.7,30.3,15.0,22.0
421.6,7.55,32.3,40.4,16.6,10.8
421.4,5.9,30.5,34.7,24.8,10.0
421.4,6.04,29.7,41.8,18.7,9.7
421.3,6.24,26.1,42.7,17.2,14.0
421.3,4.76,23.7,41.5,22.6,12.1
421.3,5.7700000000000005,34.3,20.1,11.1,34.5
421.3,7.890000000000001,23.2,33.8,32.5,10.5
421.3,6.340000000000001,21.3,52.5,18.4,7.8
421.2,6.65,32.8,26.8,17.5,22.9
421.1,4.11,32.7,29.6,20.4,17.3
421.1,3.88,39.8,29.4,15.6,15.2
421.1,4.529999999999999,24.8,36.0,29.6,9.6
421.1,4.35,22.7,26.2,11.5,39.6
421.1,8.76,34.6,23.2,25.1,17.1
421.0,7.540000000000001,23.7,44.3,17.5,14.5
420.9,7.07,18.2,20.6,22.2,39.1
420.9,5.26,28.1,29.3,26.7,15.9
420.9,3.12,31.0,28.0,11.4,29.6
420.9,5.0,21.9,35.9,31.0,11.3
420.9,5.9399999999999995,23.4,21.7,20.0,34.8
420.7,7.159999999999999,36.2,27.2,11.6,25.0
420.7,9.22,31.9,30.2,23.6,14.3
420.7,6.779999999999999,30.8,36.2,22.9,10.1
420.5,6.56,27.1,43.7,16.8,12.3
420.5,6.659999999999999,16.1,40.1,30.0,13.7
420.5,7.1,23.7,48.7,16.9,10.7
420.5,5.529999999999999,32.1,19.8,13.1,35.0
420.3,5.25,27.6,26.2,26.8,19.3
420.1,3.29,23.8,34.7,21.6,19.8
420.1,6.8,19.8,24.8,41.3,14.1
420.0,5.95,22.9,44.4,21.7,11.0
419.9,6.63,25.1,36.5,26.7,11.7
419.8,3.85,19.5,36.4,31.7,12.4
419.8,5.08,22.7,43.5,19.3,14.6
419.8,6.279999999999999,22.5,34.1,33.8,9.6
419.6,6.34,29.6,37.0,15.9,17.6
419.5,8.42,35.8,30.7,18.4,15.0
419.5,7.959999999999999,16.1,33.8,41.8,8.4
419.3,7.529999999999999,22.3,32.9,36.8,8.0
419.3,5.220000000000001,26.9,31.3,32.2,9.7
419.2,4.83,31.1,31.4,15.4,22.1
419.2,5.7299999999999995,26.3,32.5,17.6,23.6
419.1,3.95,28.7,36.0,11.9,23.3
419.0,5.8,21.2,35.5,31.1,12.2
418.7,6.279999999999999,30.5,28.3,15.4,25.8
418.7,4.43,31.2,28.9,28.0,11.9
418.6,8.15,23.5,42.2,26.6,7.7
418.4,6.2700000000000005,18.1,36.6,33.7,11.6
418.3,6.18,19.2,39.2,33.7,7.9
418.2,5.1899999999999995,30.0,24.3,23.1,22.7
418.2,4.51,21.9,36.8,28.3,13.1
418.1,3.2,30.5,37.1,20.2,12.2
417.9,4.51,40.8,24.1,11.4,23.8
417.9,4.6899999999999995,37.9,25.0,10.7,26.3
417.9,4.88,28.5,34.0,19.9,17.6
417.9,3.25,30.7,40.3,14.8,14.2
417.7,4.62,26.3,43.8,15.9,14.0
417.1,5.0200000000000005,26.7,28.3,32.9,12.0
417.1,3.45,23.9,16.2,6.9,52.9
416.9,9.45,19.6,35.7,33.0,11.7
416.8,6.4799999999999995,20.9,39.7,28.6,10.8
416.7,4.84,31.6,31.4,23.9,13.1
416.6,4.970000000000001,32.0,33.3,8.4,26.3
416.5,8.77,21.4,38.0,32.6,8.0
416.5,4.3100000000000005,34.2,26.8,24.9,14.0
416.5,5.39,29.3,34.3,20.2,16.1
416.2,3.95,34.6,26.9,14.6,23.8
416.0,4.1,20.6,36.0,23.3,20.2
415.9,6.5200000000000005,34.6,26.0,19.2,20.2
415.9,2.8,27.9,43.4,14.3,14.4
415.8,2.79,25.7,28.6,31.2,14.5
415.6,4.34,35.4,24.0,13.2,27.4
415.5,8.35,35.6,33.0,18.1,13.4
415.5,5.26,18.8,38.1,33.3,9.8
415.5,4.87,29.4,15.1,8.2,47.3
415.5,6.470000000000001,21.5,35.8,25.9,16.8
415.4,8.379999999999999,21.8,25.8,37.7,14.6
415.4,4.87,34.2,29.9,11.5,24.3
415.0,7.19,17.0,45.2,29.4,8.4
415.0,4.779999999999999,24.0,32.5,31.9,11.6
414.9,4.2299999999999995,24.2,20.1,18.7,37.0
414.9,5.33,32.6,28.6,14.0,24.8
414.8,3.53,22.3,43.4,19.6,14.7
414.7,3.55,33.7,26.9,20.9,18.5
414.7,9.71,21.0,34.5,34.8,9.7
414.6,3.74,37.6,30.6,11.7,20.0
414.6,8.33,26.0,27.4,31.3,15.3
414.6,4.95,25.1,32.5,25.5,16.9
414.6,4.83,28.8,17.5,14.7,39.0
414.4,4.029999999999999,18.9,38.9,32.2,10.1
414.3,6.840000000000001,21.9,35.0,33.9,9.2
414.3,4.67,31.2,17.5,20.5,30.8
414.2,6.029999999999999,37.9,24.5,16.2,21.4
414.2,6.840000000000001,19.4,40.2,33.0,7.3
414.2,8.39,33.5,33.4,16.9,16.2
414.1,3.979999999999999,31.5,29.5,16.6,22.4
413.9,4.029999999999999,20.9,35.8,28.7,14.6
413.9,8.27,22.8,32.7,35.1,9.4
413.9,10.07,26.3,41.3,17.5,14.9
413.8,5.37,25.0,32.0,34.4,8.7
413.7,7.43,33.5,29.1,11.1,26.3
413.7,7.08,20.2,26.7,31.2,21.8
413.6,5.7,16.1,50.4,18.2,15.3
413.5,5.1,26.5,32.0,29.6,11.9
413.5,4.33,24.2,39.2,20.0,16.6
413.4,8.95,21.2,31.1,35.2,12.4
413.4,6.5200000000000005,21.0,37.8,31.5,9.6
413.4,3.25,19.4,35.3,27.6,17.6
413.4,6.13,15.3,39.7,35.2,9.8
413.4,5.0,28.9,33.1,17.6,20.4
412.9,2.9,37.3,35.3,11.7,15.7
412.9,8.3,20.4,32.5,37.6,9.5
412.8,7.23,27.5,38.3,21.4,12.7
412.8,5.529999999999999,20.7,30.5,38.2,10.5
412.6,6.67,28.3,39.9,15.3,16.5
412.4,8.95,21.2,32.7,34.9,11.2
412.3,11.43,18.9,35.1,34.5,11.5
412.3,5.8100000000000005,23.3,34.8,28.7,13.3
412.3,3.18,30.0,18.9,5.3,45.8
412.2,4.3,21.5,23.4,11.5,43.6
412.1,3.29,41.7,22.3,11.5,24.4
411.9,6.37,27.0,44.3,16.3,12.4
411.8,7.65,21.9,30.5,37.9,9.7
411.7,3.18,27.0,31.4,18.8,22.8
411.5,2.88,23.7,38.2,18.8,19.2
411.5,5.59,32.7,34.9,22.5,9.9
411.4,3.03,27.5,21.9,6.5,44.1
411.3,8.09,20.6,33.8,36.1,9.5
411.3,5.11,31.1,26.9,20.4,21.6
411.2,8.64,13.8,24.9,53.4,8.0
411.2,6.1899999999999995,17.5,33.9,39.8,8.9
411.0,4.95,27.2,40.8,17.9,14.1
410.8,5.08,25.4,33.4,27.8,13.3
410.8,6.74,27.0,39.3,20.0,13.6
410.8,5.49,17.5,29.3,43.1,10.2
410.7,8.24,31.7,36.4,14.5,17.4
410.7,3.81,24.5,30.5,20.5,24.5
410.5,4.0200000000000005,32.7,38.4,16.8,12.1
410.3,4.39,21.2,34.1,32.9,11.8
410.3,10.97,34.1,23.6,27.0,15.3
410.2,2.27,37.9,28.3,13.9,19.8
410.1,5.9799999999999995,35.6,22.9,16.7,24.8
410.1,5.91,30.9,32.7,26.3,10.1
410.0,9.06,14.4,39.4,37.1,9.1
410.0,8.15,24.5,42.3,18.5,14.7
410.0,5.35,25.6,26.8,33.5,14.0
409.9,14.8,14.2,18.8,57.9,9.1
409.9,5.92,16.6,42.1,34.9,6.4
409.8,5.970000000000001,26.6,33.0,28.1,12.3
409.7,5.1,23.6,27.3,26.3,22.8
409.7,3.5700000000000003,23.7,39.2,23.0,14.0
409.3,5.2299999999999995,25.3,24.1,12.3,38.3
409.3,5.55,26.1,21.6,25.4,26.9
409.2,5.59,40.4,23.8,9.7,26.1
409.2,5.26,24.7,42.1,18.4,14.9
409.1,5.9,20.2,31.1,36.5,12.3
409.1,6.529999999999999,20.9,33.9,35.7,9.5
409.0,4.86,33.2,29.8,23.1,13.9
408.9,7.48,13.5,36.0,43.7,6.9
408.7,6.409999999999999,27.9,33.9,25.8,12.5
408.6,2.84,23.4,19.5,11.4,45.7
408.6,4.41,32.0,29.9,23.3,14.7
408.5,3.16,32.7,25.2,9.5,32.6
408.5,5.959999999999999,23.8,41.1,20.2,14.9
408.5,10.62,22.9,33.6,29.7,13.9
408.5,7.140000000000001,27.8,37.2,20.6,14.3
408.5,3.96,39.3,30.6,13.3,16.8
408.4,7.45,31.1,31.7,23.5,13.7
408.4,5.15,23.0,31.2,30.0,15.8
408.2,3.85,22.2,38.4,24.7,14.7
407.7,3.44,28.3,41.6,16.6,13.6
407.7,4.3100000000000005,33.7,30.4,12.4,23.6
407.6,3.93,25.6,25.8,10.6,37.9
407.3,6.63,21.0,38.8,30.3,9.9
407.2,5.59,30.7,30.8,21.2,17.4
407.2,4.3100000000000005,29.2,21.9,14.6,34.3
407.2,3.770000000000001,28.2,48.4,12.2,11.2
406.9,6.279999999999999,20.7,49.2,19.8,10.3
406.8,3.49,26.5,36.2,18.7,18.7
406.8,6.32,23.8,34.1,23.6,18.5
406.7,3.34,35.3,30.4,21.2,13.1
406.6,7.42,32.2,33.1,24.2,10.5
406.6,4.5600000000000005,21.7,38.4,29.9,10.0
406.4,5.720000000000001,19.7,45.5,25.2,9.6
406.4,8.78,34.7,32.9,19.5,12.9
406.3,4.5600000000000005,31.2,38.5,15.1,15.2
406.2,7.2,15.3,35.3,44.0,5.4
406.0,5.51,31.5,32.8,22.6,13.0
405.9,10.88,22.0,30.4,37.6,10.0
405.8,6.5200000000000005,17.4,32.3,40.9,9.4
405.7,6.74,28.4,26.6,21.8,23.1
405.6,6.32,22.4,50.4,17.2,10.1
405.6,5.17,35.4,28.2,15.3,21.1
405.5,4.4,30.8,31.1,11.1,27.0
405.4,3.2,37.1,33.7,12.3,16.8
405.4,6.01,34.8,24.0,14.9,26.3
405.3,5.84,27.4,37.2,16.6,18.7
405.2,5.5600000000000005,24.2,41.2,14.4,20.2
404.9,6.34,20.8,44.1,24.8,10.2
404.6,7.77,28.7,38.5,16.6,16.3
404.6,8.15,30.7,27.8,27.8,13.7
404.6,9.27,13.7,31.0,47.4,7.8
404.5,4.0,20.6,27.5,41.2,10.7
404.3,4.220000000000001,32.0,13.1,3.0,51.9
404.1,9.55,29.6,25.4,31.5,13.5
404.0,3.62,29.2,27.8,15.2,27.9
404.0,3.71,33.5,35.0,18.2,13.2
403.9,4.75,32.7,22.6,8.2,36.5
403.9,8.18,31.0,35.1,14.0,19.8
403.7,6.959999999999999,25.3,46.2,18.1,10.4
403.7,8.02,17.0,34.5,41.6,6.9
403.5,4.8,30.5,29.6,27.6,12.3
403.5,4.38,27.6,31.2,12.0,29.1
403.4,6.359999999999999,26.1,46.4,16.5,11.0
403.4,4.62,36.9,31.4,12.2,19.5
403.3,5.3100000000000005,24.8,23.1,31.8,20.4
403.3,5.17,35.2,22.0,6.8,36.0
403.2,3.770000000000001,23.7,35.5,26.4,14.4
403.1,4.970000000000001,24.4,35.1,30.0,10.5
403.1,7.389999999999999,31.1,32.1,25.9,11.0
403.0,9.42,28.1,25.3,34.6,12.0
402.9,3.41,29.8,35.6,18.7,15.8
402.9,7.720000000000001,14.4,38.8,38.4,8.4
402.5,3.93,37.2,28.8,11.6,22.4
402.5,4.6899999999999995,26.0,35.8,25.7,12.5
402.4,3.4799999999999995,27.4,32.3,24.0,16.2
402.3,8.040000000000001,35.3,31.3,14.6,18.7
402.3,5.01,24.3,39.0,13.2,23.5
402.2,4.0600000000000005,31.4,22.9,20.8,24.8
402.2,5.26,36.0,24.6,20.5,18.8
402.1,3.17,29.9,42.7,11.8,15.7
402.0,7.409999999999999,32.4,34.0,17.9,15.7
401.8,14.34,10.9,16.9,65.3,6.9
401.7,4.2,40.3,19.2,9.1,31.5
401.7,3.2,36.6,22.6,12.7,28.1
401.6,3.0700000000000003,22.0,17.8,12.6,47.7
401.5,5.720000000000001,25.3,22.4,30.0,22.3
401.4,5.0200000000000005,26.5,42.9,17.4,13.3
401.4,5.29,23.3,45.4,21.5,9.9
401.3,5.79,24.0,38.1,19.6,18.3
401.3,5.46,25.4,30.9,35.0,8.6
401.0,6.33,32.0,31.0,18.7,18.3
400.9,5.2299999999999995,21.8,39.2,30.2,8.8
400.9,5.029999999999999,33.4,23.3,16.6,26.7
400.6,6.790000000000001,25.8,43.0,15.7,15.5
400.5,4.8100000000000005,26.0,33.4,24.4,16.2
400.4,5.33,38.4,29.0,15.4,17.3
400.4,4.029999999999999,25.0,26.7,24.6,23.7
400.4,6.459999999999999,20.8,28.4,42.3,8.4
400.3,5.66,24.4,20.0,21.1,34.5
400.1,9.06,31.5,25.2,28.8,14.5
400.0,5.59,22.3,13.9,18.8,45.0
400.0,5.64,21.2,37.9,29.3,11.6
399.8,5.85,22.3,27.7,25.6,24.3
399.6,5.67,30.7,37.6,19.6,12.1
399.5,10.62,28.9,21.1,32.5,17.5
399.5,2.42,34.5,31.4,14.8,19.4
399.5,3.82,26.3,29.4,25.5,18.9
399.4,4.2,35.3,37.5,11.9,15.3
399.1,4.4799999999999995,33.7,33.5,20.4,12.5
398.8,3.51,21.3,14.5,9.7,54.6
398.8,3.729999999999999,31.3,31.5,18.8,18.4
398.7,6.49,29.4,35.3,11.5,23.7
398.5,8.39,32.2,31.5,21.1,15.2
398.5,6.840000000000001,33.7,24.7,25.0,16.6
398.5,6.49,27.4,39.1,17.7,15.8
398.4,3.64,27.6,36.2,21.0,15.3
398.4,7.0200000000000005,29.3,32.4,22.2,16.1
398.3,6.11,23.2,33.0,31.6,12.2
398.3,5.29,19.9,25.7,21.9,32.5
398.3,6.4799999999999995,33.3,25.0,25.8,15.9
398.2,7.359999999999999,35.1,29.0,15.1,20.8
397.9,4.9399999999999995,33.1,20.5,9.3,37.0
397.5,3.61,21.5,29.8,30.1,18.6
397.4,3.16,30.5,28.9,15.1,25.5
397.4,5.95,29.8,22.8,14.8,32.5
397.3,6.2299999999999995,15.6,48.3,26.8,9.3
397.2,5.0,28.0,19.4,15.7,36.9
396.7,3.76,26.3,31.0,21.2,21.5
396.6,4.92,22.5,39.9,23.4,14.2
396.2,4.91,24.9,32.3,25.5,17.3
396.1,8.95,30.8,33.4,20.4,15.5
396.1,4.42,28.0,30.9,27.4,13.7
396.1,3.74,25.9,34.7,27.4,12.0
396.1,3.93,30.9,35.4,16.5,17.2
396.0,2.93,24.8,33.3,26.4,15.5
395.9,4.85,30.5,27.3,15.1,27.2
395.9,4.82,22.6,26.5,39.1,11.8
395.8,6.279999999999999,27.0,15.9,16.6,40.5
395.8,5.3,27.8,36.3,23.3,12.6
395.8,7.31,32.2,29.6,22.2,16.0
395.8,6.07,20.3,47.9,17.8,14.0
395.6,7.9,23.8,20.8,10.4,45.0
395.6,2.22,32.2,32.1,17.8,17.9
395.4,4.76,33.5,23.1,17.5,25.9
395.3,3.66,34.7,40.0,11.8,13.6
395.3,3.69,33.8,29.1,10.7,26.4
395.3,3.79,23.6,35.8,25.7,14.9
395.1,5.6,21.8,43.6,20.8,13.8
395.1,3.4799999999999995,23.3,32.1,35.0,9.6
394.9,3.5700000000000003,30.3,38.0,14.2,17.5
394.9,10.47,28.6,37.4,19.2,14.9
394.9,4.38,19.2,44.9,21.1,14.8
394.6,4.35,25.6,26.6,22.9,25.0
394.5,4.65,24.8,40.0,23.4,11.8
394.3,2.79,32.8,29.2,20.1,17.9
394.2,8.209999999999999,26.3,37.4,24.5,11.8
394.1,3.21,32.3,39.0,11.1,17.6
394.1,3.2,27.8,36.7,19.5,16.0
394.0,6.720000000000001,17.9,25.7,49.9,6.4
394.0,3.24,27.6,33.8,24.7,13.9
394.0,5.19,29.0,36.5,20.1,14.3
393.9,4.2700000000000005,24.8,36.2,26.5,12.4
393.7,3.87,24.0,32.2,26.8,16.9
393.6,4.26,21.4,38.3,27.2,13.2
393.4,5.08,28.6,33.4,19.3,18.7
393.3,4.46,25.3,15.1,7.2,52.4
393.0,6.890000000000001,23.8,33.0,33.5,9.7
392.8,3.69,24.3,35.7,21.4,18.6
392.5,11.38,18.9,40.4,28.0,12.7
392.3,2.83,35.1,32.9,15.9,16.1
392.1,9.15,33.0,34.7,19.0,13.3
392.1,7.23,23.2,34.7,31.5,10.6
392.1,5.26,20.2,28.3,42.0,9.5
392.0,6.2,26.8,43.0,15.5,14.7
392.0,4.4799999999999995,20.5,34.3,32.6,12.5
391.8,8.64,37.3,32.2,15.8,14.8
391.7,9.42,24.0,35.7,30.2,10.2
391.5,4.6899999999999995,29.1,24.8,15.6,30.5
391.4,9.83,15.2,40.1,36.4,8.3
391.4,4.33,31.9,26.5,8.2,33.3
391.3,6.01,23.2,34.5,29.9,12.4
391.2,3.21,27.9,38.9,19.8,13.5
391.2,5.2700000000000005,24.2,28.4,36.3,11.1
391.1,4.68,36.3,34.3,14.2,15.2
390.5,6.1,26.0,31.8,22.3,19.9
390.3,4.57,25.4,38.2,26.6,9.9
390.3,3.0,24.9,36.2,24.9,14.0
390.3,7.69,26.2,23.8,36.5,13.6
390.3,5.18,30.4,24.2,12.2,33.2
390.3,2.87,32.0,34.9,21.2,12.0
390.2,18.880000000000003,16.1,41.2,33.7,9.1
390.2,3.56,27.1,23.0,13.2,36.8
390.1,11.27,28.9,23.9,36.2,11.0
390.1,2.71,25.4,27.8,8.4,38.4
389.9,3.31,27.3,42.9,17.0,12.8
389.7,5.09,36.4,29.2,19.0,15.4
389.6,5.36,36.6,22.9,8.7,31.8
389.6,7.340000000000001,26.6,22.5,34.2,16.6
389.5,12.05,19.3,38.6,29.0,13.1
389.5,3.82,36.3,35.4,13.6,14.7
389.3,4.99,31.9,33.2,15.2,19.7
389.3,8.32,27.4,18.6,31.6,22.5
389.1,4.76,19.3,44.4,28.6,7.6
388.8,6.859999999999999,19.2,34.4,37.8,8.6
388.1,3.47,26.5,38.2,20.1,15.2
388.1,3.06,29.5,27.9,15.5,27.1
387.9,2.8,33.6,34.0,12.6,19.8
387.9,5.91,29.6,31.1,13.4,26.0
387.8,5.01,39.1,29.7,13.3,18.0
387.6,8.3,30.4,36.7,12.5,20.3
387.3,7.31,33.0,32.6,14.2,20.3
387.2,4.64,20.3,34.1,32.1,13.5
387.2,3.74,35.0,21.6,6.6,36.8
387.1,8.8,37.1,32.7,16.8,13.3
387.1,7.340000000000001,16.1,39.0,36.4,8.5
387.1,7.88,33.1,32.1,18.3,16.4
386.5,5.5600000000000005,21.2,31.9,37.5,9.5
386.5,5.529999999999999,28.6,35.6,25.4,10.4
386.5,3.75,22.6,28.5,37.9,11.0
386.2,16.75,28.2,25.7,34.2,11.8
385.9,4.01,35.2,27.9,21.6,15.3
385.9,7.48,16.7,27.7,46.9,8.7
385.7,3.81,27.0,24.2,30.1,18.7
385.5,3.41,29.1,35.1,19.0,16.8
385.4,3.15,23.0,30.1,24.0,22.9
385.3,6.62,30.0,31.0,12.8,26.2
385.0,2.73,32.8,35.9,10.9,20.4
384.9,4.33,34.1,29.7,16.7,19.4
384.8,7.65,19.3,38.3,34.3,8.0
384.7,5.3,29.1,32.3,23.9,14.8
384.7,9.1,18.4,32.9,38.0,10.8
384.6,4.5,26.4,36.6,24.2,12.8
384.4,3.8,31.9,23.1,8.6,36.4
384.2,13.51,29.2,24.1,36.0,10.6
383.9,4.25,25.5,36.8,21.9,15.8
383.8,4.7299999999999995,28.7,36.9,13.4,21.1
383.6,5.16,23.1,34.2,32.5,10.2
383.3,2.7,41.6,33.0,5.8,19.6
383.3,5.24,21.3,42.2,25.5,11.0
383.2,4.71,26.4,28.4,21.2,24.0
383.2,4.92,33.1,34.1,16.8,15.9
383.1,5.91,28.4,19.0,17.6,34.9
383.0,9.28,34.0,31.1,11.1,23.8
382.8,5.82,30.1,30.3,23.2,16.4
382.8,5.5600000000000005,19.9,38.3,30.8,11.0
382.8,6.13,24.3,45.5,18.2,12.0
382.7,3.0200000000000005,23.8,40.4,21.4,14.4
382.5,3.29,29.5,32.1,18.4,19.9
382.3,7.7,38.7,27.0,12.2,22.1
382.1,6.76,31.5,37.3,16.9,14.3
382.1,7.7,28.0,41.2,20.8,10.1
381.9,5.029999999999999,23.7,30.0,34.1,12.3
381.9,3.2700000000000005,36.9,32.0,11.6,19.5
381.3,6.58,26.2,18.8,30.1,24.9
381.2,7.090000000000001,17.5,43.7,31.8,7.0
381.0,5.83,29.6,30.7,24.3,15.4
380.8,5.79,27.6,32.8,25.3,14.3
380.8,5.279999999999999,22.8,28.7,34.1,14.4
380.5,4.55,38.5,27.4,7.5,26.6
380.0,4.99,21.9,38.3,29.3,10.5
380.0,3.96,28.8,23.2,9.6,38.4
379.8,2.5,32.1,35.3,11.0,21.6
379.8,3.5200000000000005,35.7,34.7,12.6,17.0
379.7,5.5200000000000005,30.6,25.0,25.6,18.8
379.4,9.38,42.8,27.7,12.0,17.5
379.4,4.49,23.7,29.1,27.9,19.4
379.1,5.12,38.9,23.5,6.0,31.7
378.8,3.37,28.0,39.6,18.0,14.4
378.6,7.9,21.8,20.1,44.8,13.4
378.5,3.3200000000000003,31.2,33.2,11.1,24.4
